belongs_category,first_level,second_level,third_level,title,url
"{'name': 'Clothing, Shoes & Jewelry', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Clothing, Shoes & Jewelry', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Hey Dude Women's Wendy Sox | Women’s Shoes | Women’s Lace Up Loafers | Comfortable & Light-Weight,https://www.amazon.com/Hey-Dude-Womens-Wendy-Chambray/dp/B07HHDSGVP/ref=zg_bs_fashion_sccl_14/132-5997471-9799003?psc=1
"{'name': 'Clothing, Shoes & Jewelry', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Clothing, Shoes & Jewelry', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Levi's Women's 501 Original Shorts (Also Available in Plus),https://www.amazon.com/Levis-Womens-Original-Shorts-Luxor/dp/B081YXL9T9/ref=zg_bs_fashion_sccl_15/132-5997471-9799003?psc=1
"{'name': 'Collectible Coins', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Collectible Coins', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Fireman Prayer Firefighter Challenge Coin,https://www.amazon.com/Fireman-Prayer-Firefighter-Challenge-Coin/dp/B088R3BP7G/ref=zg_bs_coins_sccl_15/145-5257169-1539517?psc=1
"{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"SightPro Magnetic Privacy Screen for MacBook Pro 13 Inch (2016, 2017, 2018, 2019, 2020, 2021, 2022, M1, M2) Laptop Privacy Filter and Anti-Glare Protector",https://www.amazon.com/SightPro-Magnetic-Privacy-Anti-Glare-Protector/dp/B07WDDS8LX/ref=zg_bs_pc_sccl_19/131-7928462-0125947?psc=1
"{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,45W 19.5V 2.31A Ac Adapter Laptop Charger for HP Pavilion x360 Charger 15-f272wm 15-f387wm 15-f233wm 15-f222wm 15-f211wm 15-f337wm 17-g121wm 17-g119dx Laptop Notebook Power Supply Cord Plug,https://www.amazon.com/15-f272wm-15-f387wm-15-f233wm-15-f222wm-15-f211wm/dp/B07H4GKHJ1/ref=zg_bs_pc_sccl_20/131-7928462-0125947?psc=1
"{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"SGIN Laptop 15.6 Inch, 4GB DDR4 128GB SSD Windows 11 Laptops with Intel Celeron Quad Core J4105(up to 2.5 GHz), Intel UHD Graphics 600, Mini HDMI, WiFi, Webcam, USB3.0, Bluetooth 4.2",https://www.amazon.com/SGIN-Windows-Laptops-Graphics-Bluetooth/dp/B0C27XP3QV/ref=zg_bs_pc_sccl_21/131-7928462-0125947?psc=1
"{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Olansit 200 PCS Water Bottle Stickers for Kids Teens, Cute Vinyl Waterproof Laptop Skateboard Stickers, Aesthetic Car Decals Computer Hydroflask Stickers for Adults Teens Kids Girls (200 pcs)",https://www.amazon.com/Olansit-Waterproof-Skateboard-Aesthetic-Hydroflask/dp/B09NPF2M3Z/ref=zg_bs_pc_sccl_22/131-7928462-0125947?psc=1
"{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Computers & Accessories', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"New Dell Original Laptop Charger 65W watt 4.5mm tip AC Power Adapter(Power Supply) with Power Cord for Inspiron 13 14 15,3000 5000 7000 Series,5558 5755 3147 7348-2in1 5555 5559,0G6j41 0MGJN",https://www.amazon.com/Dell-Original-Inspiron-Charger-7348-2in1/dp/B07R8M3VY5/ref=zg_bs_pc_sccl_23/131-7928462-0125947?psc=1
"{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"COMSOON Bluetooth 5.0 Receiver for Car, Noise Cancelling Bluetooth AUX Adapter, Bluetooth Music Receiver for Home Stereo/Wired Headphones/Hands-Free Call, 16H Battery Life - Black+Silver",https://www.amazon.com/Upgraded-Bluetooth-Cancelling-Headphones-Hands-Free/dp/B08KY684PB/ref=zg_bs_electronics_sccl_39/144-6518321-4832230?psc=1
"{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"USB 3.0 Hub, VIENON 4-Port USB Hub USB Splitter USB Expander for Laptop, Xbox, Flash Drive, HDD, Console, Printer, Camera,Keyborad, Mouse",https://www.amazon.com/Extender-Splitter-MacBook-Chromebook-Pixelbook/dp/B09MLRPTT2/ref=zg_bs_electronics_sccl_40/144-6518321-4832230?psc=1
"{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Wireless Earbuds Bluetooth 5.3 Headphones 60 Hrs Playtime Sports Ear buds with Wireless Charging Case & LED Power Display Over-ear Earphones with Earhooks Waterproof Stereo Bass Headset for Workout,https://www.amazon.com/Wireless-Bluetooth-Headphones-Earphones-Waterproof/dp/B0BYD6GPF1/ref=zg_bs_electronics_sccl_41/144-6518321-4832230?psc=1
"{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Roku Voice Remote (Official) for Roku Players, Roku Audio, and Roku TV",https://www.amazon.com/Roku-Voice-Remote-Official-Players/dp/B0BQS9Y69G/ref=zg_bs_electronics_sccl_42/144-6518321-4832230?psc=1
"{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Amazon Basics Toslink Digital Optical Audio Cable, Multi-Channel, for Audio System, Sound Bar, Home Theatre, Gold-Plated Connectors, 6 Foot, Black",https://www.amazon.com/Amazon-Basics-Multi-Channel-Gold-Plated-Connectors/dp/B00NH11H38/ref=zg_bs_electronics_sccl_43/144-6518321-4832230?psc=1
"{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,TOZO T10 Bluetooth 5.3 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black (2022 Upgraded),https://www.amazon.com/TOZO-Bluetooth-Wireless-Headphones-Waterproof/dp/B07J2Z5DBM/ref=zg_bs_electronics_sccl_44/144-6518321-4832230?psc=1
"{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Electronics', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Power Strip, ALESTOR Surge Protector with 12 Outlets and 4 USB Ports, 6 Feet Extension Cord (1875W/15A), 2700 Joules, ETL Listed, Black…",https://www.amazon.com/Alestor-Protector-Outlets-Extension-Essentials/dp/B08P5LRY37/ref=zg_bs_electronics_sccl_45/144-6518321-4832230?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Spider-Man 2099: Dark Genesis #3A VF/NM ; Marvel comic book | Connecting Variant,https://www.amazon.com/Spider-Man-2099-Genesis-Connecting-Variant/dp/B0C5KHKG8C/ref=zg_bs_entertainment-collectibles_sccl_37/144-1381145-1619412?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Walk On: 15-Minute Fast Fat Blasts DVD with Jessica Smith,https://www.amazon.com/Walk-15-Minute-Fast-Fat-Blasts/dp/B00R3LIB0A/ref=zg_bs_entertainment-collectibles_sccl_38/144-1381145-1619412?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Moody Blues Poster Gorgeous Hand-Signed Lithograph by Bob Masse,https://www.amazon.com/Moody-Poster-Gorgeous-Hand-Signed-Lithograph/dp/B01IO2B6A8/ref=zg_bs_entertainment-collectibles_sccl_39/144-1381145-1619412?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"2021 Topps Garbage Pail Kids Food Fight HUGE Factory Sealed JUMBO FAT Pack with 24 Cards Including EXCLUSIVE CEREAL AISLE INSERTS & 2 GREEN PARALLELS! Look for Autos, Printing Plates & More! WOWZZER!",https://www.amazon.com/Garbage-Including-EXCLUSIVE-PARALLELS-Printing/dp/B08XYBTP6R/ref=zg_bs_entertainment-collectibles_sccl_40/144-1381145-1619412?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Disney Pin - 101 Dalmatians - 60th Anniversary - Cruella De Vil,https://www.amazon.com/Disney-Pin-Dalmatians-Anniversary-Cruella/dp/B094HGXY1B/ref=zg_bs_entertainment-collectibles_sccl_41/144-1381145-1619412?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Tom Selleck 8x10 Photo Magnum PI Blue Blood headshot,https://www.amazon.com/Selleck-Photo-Magnum-Blood-headshot/dp/B00I3Q3ULO/ref=zg_bs_entertainment-collectibles_sccl_42/144-1381145-1619412?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Star Wars: Tag And Bink Were Here (Marvel) #1 VF/NM ; Marvel comic book,https://www.amazon.com/Star-Wars-Bink-Marvel-comic/dp/B086WQ4L2P/ref=zg_bs_entertainment-collectibles_sccl_43/144-1381145-1619412?psc=1
"{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Entertainment Collectibles', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Mad #301 FN ; E.C comic book | March 1991 New Kids on the Block magazine,https://www.amazon.com/Mad-301-FN-comic-book/dp/B0765ZF9SD/ref=zg_bs_entertainment-collectibles_sccl_44/144-1381145-1619412?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Amazon.com Print at Home Gift Card,https://www.amazon.com/Amazon-Gift-Card-Appreciate-pattern/dp/B086FJV9H7/ref=zg_bs_gift-cards_sccl_45/131-9839074-7753042?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Amazon.com Print at Home Gift Card,https://www.amazon.com/Amazon-Gift-Card-Congrats-Script/dp/B09RX3D6Y8/ref=zg_bs_gift-cards_sccl_46/131-9839074-7753042?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Amazon.com eGift Card,https://www.amazon.com/Amazon-eGift-Card-Birthday-Stickers/dp/B0BRS796VT/ref=zg_bs_gift-cards_sccl_47/131-9839074-7753042?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Razer Gold Gift Card – Games, entertainment, and lifestyle brands for gamers (Email Delivery)",https://www.amazon.com/Razer-Gold-Card-mail-Delivery/dp/B08QDXC6T4/ref=zg_bs_gift-cards_sccl_48/131-9839074-7753042?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Amazon.com eGift Card,https://www.amazon.com/Amazon-eGift-Card-Welcome-Rainbow/dp/B09DCN61K4/ref=zg_bs_gift-cards_sccl_49/131-9839074-7753042?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Amazon.com Gift Card for any amount in a Reveal,https://www.amazon.com/Amazon-com-Gift-Card-Birthday-Reveal/dp/B01K8RL9C2/ref=zg_bs_gift-cards_sccl_50/131-9839074-7753042?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Amazon.com eGift Card,https://www.amazon.com/Amazon-eGift-Card-Birthday-Cake/dp/B0BRSBG299/ref=zg_bs_gift-cards_sccl_1/131-9839074-7753042?psc=1
"{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Gift Cards', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Amazon.com Gift Card in a Premium Gift Box,https://www.amazon.com/Amazon-com-Gift-Card-Premium-Gold/dp/B06ZYZ1TKK/ref=zg_bs_gift-cards_sccl_2/131-9839074-7753042?psc=1
"{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"TRUE LEMON Original Lemonade Drink Mix| Made from Real Lemon | No Preservatives, No Artificial Sweeteners, Gluten Free | Water Flavor Packets & Water Enhancer with Stevia 30 Count (Pack of 1)",https://www.amazon.com/Original-Lemonade-Preservatives-Artificial-Sweeteners/dp/B0070AJMFC/ref=zg_bs_grocery_sccl_37/133-7577672-9290703?psc=1
"{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Lakanto Classic Monk Fruit Sweetener with Erythritol - White Sugar Substitute, Zero Calorie, Keto Diet Friendly, Zero Net Carbs, Baking, Extract, Sugar Replacement (Classic White - 3 lb)",https://www.amazon.com/Lakanto-Monkfruit-Sugar-Substitute-Classic/dp/B01LDNBAC4/ref=zg_bs_grocery_sccl_38/133-7577672-9290703?psc=1
"{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,C4 Energy Drink 12oz (Pack of 12) - Frozen Bombsicle - Sugar Free Pre Workout Performance Drink with No Artificial Colors or Dyes,https://www.amazon.com/Energy-Drink-12oz-Pack-Performance/dp/B07J56CBHF/ref=zg_bs_grocery_sccl_39/133-7577672-9290703?psc=1
"{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Fine Ground Celtic Sea Salt – (1) 16 Ounce Resealable Bag of Nutritious, Classic Sea Salt, Great for Cooking, Baking, Pickling, Finishing and More, Pantry-Friendly, Gluten-Free",https://www.amazon.com/Fine-Ground-Celtic-Sea-Salt/dp/B000EITYUU/ref=zg_bs_grocery_sccl_40/133-7577672-9290703?psc=1
"{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Extra Gum Peppermint Chewing Gum, 15 Pieces (Pack of 10)",https://www.amazon.com/Extra-Peppermint-Sugarfree-Gum-Count/dp/B00N74QZBO/ref=zg_bs_grocery_sccl_41/133-7577672-9290703?psc=1
"{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Ring Pop Bulk Candy Lollipop Variety Party Pack -20 Count Lollipops w/ Assorted Flavors - Fun Candy For Birthdays, Party Favors, Pool Parties, 4th of July & Summer Fun - Summer Treats Loved by Kids",https://www.amazon.com/Ring-Pop-Individually-Lollipop-Assorted/dp/B06XGNL1RX/ref=zg_bs_grocery_sccl_42/133-7577672-9290703?psc=1
"{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Grocery & Gourmet Food', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Twinings English Breakfast Black Tea, 100 Individually Wrapped Tea Bags, Smooth, Flavourful, Robust, Caffeinated",https://www.amazon.com/Twinings-London-English-Breakfast-Black/dp/B001GM60LE/ref=zg_bs_grocery_sccl_43/133-7577672-9290703?psc=1
"{'name': 'Handmade Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Handmade Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Family Name Sign, Wooden Name Sign, Nursery Name Sign, Family Name Sign, Baby Name Sign, Personalized Name Sign, Girl Boy Crib Name Sign Wood Sign",https://www.amazon.com/Family-Name-Wooden-Nursery-Personalized/dp/B09ZT9RRZW/ref=zg_bs_handmade_sccl_26/131-0561569-4404965?psc=1
"{'name': 'Handmade Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Handmade Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Surfer Beach Bracelet Set Men & Women - Braided Boho Summer Bracelets - Handmade Festival Jewelry - 100% Waterproof & Adjustable - Friendship Gift - Ethnic Hippie Style (White & Aztec),https://www.amazon.com/Surfer-Beach-Bracelet-Set-Women/dp/B08N4C3KX9/ref=zg_bs_handmade_sccl_27/131-0561569-4404965?psc=1
"{'name': 'Handmade Products', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Handmade Products', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Personalized Super Daddio Mug, Father's Day Gift, Funny Dad Mug, Super Daddio Mommio Shirt, Super Dad Mom Cup, Father's Dad Hero Mug, Dad Gamer Coffee Ceramic Mug, Accent Mug",https://www.amazon.com/Personalized-Daddio-Fathers-Mommio-Ceramic/dp/B0C4SPNJGN/ref=zg_bs_handmade_sccl_28/131-0561569-4404965?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Optimum Nutrition Gold Standard 100% Whey Protein Powder, Double Rich Chocolate 2 Pound (Packaging May Vary)",https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Chocolate/dp/B002DYIZH6/ref=zg_bs_hpc_sccl_17/136-5138365-7483957?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Dixie 10 Inch Paper Plates, Dinner Size Printed Disposable Plate, 204 Count (3 Packs of 68 Plates)",https://www.amazon.com/Dixie-Plates-Dinner-Printed-Disposable/dp/B09RSC2JT3/ref=zg_bs_hpc_sccl_18/136-5138365-7483957?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Vital Proteins Collagen Peptides Powder with Hyaluronic Acid and Vitamin C, Unflavored, 20 oz",https://www.amazon.com/Vital-Proteins-Collagen-Peptides-Pasture-Raised/dp/B00K6JUG4K/ref=zg_bs_hpc_sccl_19/136-5138365-7483957?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Air Wick Plug in Scented Oil Refill, 10ct, Lavender & Chamomile, Air Freshener, Essential Oils, Eco Friendly",https://www.amazon.com/Air-Wick-Chamomile-Essential-Freshener/dp/B07QPRV62S/ref=zg_bs_hpc_sccl_20/136-5138365-7483957?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Cottonelle Ultra Clean Toilet Paper with Active CleaningRipples Texture, Strong Bath Tissue, 24 Family Mega Rolls (24 Family Mega Rolls = 132 Regular Rolls) (4 Packs of 6), 388 Sheets per Roll",https://www.amazon.com/Cottonelle-CleanCare-CleaningRipples-Biodegradable-Septic-Safe/dp/B07ND5BB8V/ref=zg_bs_hpc_sccl_21/136-5138365-7483957?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Dr. Formulated Probiotics for Women & Prebiotics, 50 Billion CFU for Women’s Daily Digestive Vaginal & Immune Health, Garden of Life 16 Probiotic Strains Shelf Stable No Gluten Dairy Soy, 30 Capsules",https://www.amazon.com/Garden-Life-Formulated-Probiotics-Guaranteed/dp/B00Y8MP4G6/ref=zg_bs_hpc_sccl_22/136-5138365-7483957?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"TheraBreath Fresh Breath Dentist Formulated Oral Rinse, Icy Mint, 16 Fl Oz (Pack of 2)",https://www.amazon.com/TheraBreath-Fresh-Breath-Rinse-Bottle/dp/B00IRKRK9O/ref=zg_bs_hpc_sccl_23/136-5138365-7483957?psc=1
"{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Health & Household', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Stardrops - The Pink Stuff - The Miracle All Purpose Cleaning Paste,https://www.amazon.com/Pink-Stuff-Miracle-Purpose-Cleaner/dp/B00DU5SRIY/ref=zg_bs_hpc_sccl_24/136-5138365-7483957?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Vivere Double Cotton Hammock with Space Saving Steel Stand, Tropical (450 lb Capacity - Premium Carry Bag Included)",https://www.amazon.com/Vivere-Double-Hammock-Space-Saving-Tropical/dp/B004YJCP7O/ref=zg_bs_home-garden_sccl_14/147-3825951-1350849?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Mellanni Queen Sheet Set - Iconic Collection Bedding Sheets & Pillowcases - Hotel Luxury, Extra Soft, Cooling Bed Sheets - Deep Pocket up to 16"" - Wrinkle, Fade, Stain Resistant - 4 PC (Queen, White)",https://www.amazon.com/Mellanni-Bed-Sheet-Set-Hypoallergenic/dp/B00NLLUMOE/ref=zg_bs_home-garden_sccl_15/147-3825951-1350849?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Amazon Basics Slim, Velvet, Non-Slip Suit Clothes Hangers, Black/Silver - Pack of 50",https://www.amazon.com/Amazon-Basics-Non-Slip-Clothes-Hangers/dp/B00FXNAAW2/ref=zg_bs_home-garden_sccl_16/147-3825951-1350849?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"JISULIFE Handheld Mini Fan, 3 IN 1 Hand Fan, Portable USB Rechargeable Small Pocket Fan, Battery Operated Fan [14-21 Working Hours] with Power Bank, Flashlight Feature for Women,Travel,Outdoor-Pink, 1 Count (Pack of 1)",https://www.amazon.com/Rechargeable-Handheld-Portable-Operated-Flashlight/dp/B07QK9C9KT/ref=zg_bs_home-garden_sccl_17/147-3825951-1350849?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Zulay Powerful Milk Frother Handheld Foam Maker for Lattes - Whisk Drink Mixer for Coffee, Mini Foamer for Cappuccino, Frappe, Matcha, Hot Chocolate by Milk Boss (Black)",https://www.amazon.com/Zulay-Original-Milk-Frother-Handheld/dp/B09D8T11YS/ref=zg_bs_home-garden_sccl_18/147-3825951-1350849?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Utopia Bedding Zippered Mattress Encasement Queen - 100% Waterproof and Bed Bug Proof Mattress Protector - Absorbent, Six-Sided Mattress Cover",https://www.amazon.com/Utopia-Bedding-Zippered-Mattress-Encasement/dp/B00U6HREPQ/ref=zg_bs_home-garden_sccl_19/147-3825951-1350849?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,CHAPIN 20000 Garden Sprayer 1 Gallon Lawn,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/dp/B000E28UQU/ref=zg_bs_home-garden_sccl_20/147-3825951-1350849?psc=1
"{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Home & Kitchen', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Bedsure Queen Sheets Grey - Soft 1800 Sheets for Queen Size Bed, 4 Pieces Hotel Luxury Queen Sheet Set, Easy Care Polyester Microfiber Cooling Bed Sheet Set",https://www.amazon.com/BEDSURE-Queen-Sheet-Set-Soft-1800-Sheets-Queen-Size-Bed-Pieces-Hotel-Luxury-Grey-Easy-Care-Polyester-Microfiber-Cooling-Bed-Sheet-Set/dp/B07P5NBRL5/ref=zg_bs_home-garden_sccl_21/147-3825951-1350849?psc=1
"{'name': 'Industrial & Scientific', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Industrial & Scientific', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,"Charmin Ultra Strong Toilet Paper, 18 Super Mega Rolls = 108 Regular Rolls",https://www.amazon.com/Charmin-Super-Strong-Toilet-Packaging/dp/B0741DT22M/ref=zg_bs_industrial_sccl_10/145-1674890-0115250?psc=1
"{'name': 'Industrial & Scientific', 'tree_level': <TreeLevel.FirstLevel: 1>}","{'name': 'Industrial & Scientific', 'tree_level': <TreeLevel.FirstLevel: 1>}",,,Pampers Baby Wipes Sensitive Perfume Free 12X Multi Packs 1008 Count,https://www.amazon.com/Pampers-Wipes-Sensitive-Perfume-Multi/dp/B0BJ13K7FR/ref=zg_bs_industrial_sccl_11/145-1674890-0115250?psc=1
